text_column,tokenized_text
Imagine losing your kid,"['imagine', 'losing', 'kid']"
Nobody could see the sniper but our “independent” journalist,"['nobody', 'could', 'see', 'sniper', 'independent', 'journalist']"
You mean they killed without raping first  Perish the thought,"['mean', 'killed', 'without', 'raping', 'first', 'perish', 'thought']"
They were told not to go back north FAFO,"['told', 'go', 'back', 'north', 'fafo']"
"Officers should as per S60AA have told him to remove his face covering prior to offering him words of advice 
metpoliceuk","['officers', 'per', 's60aa', 'told', 'remove', 'face', 'covering', 'prior', 'offering', 'words', 'advice', 'metpoliceuk']"
Mollycoddled by police no wonder they keep doing it,"['mollycoddled', 'police', 'wonder', 'keep']"
Why allow the face covering and the pandering of please come down,"['allow', 'face', 'covering', 'pandering', 'please', 'come']"
Expel these extremists from the UK immediately,"['expel', 'extremists', 'uk', 'immediately']"
Awww tea for 2,"['awww', 'tea', '2']"
"HISTORY ILLEGAL JEWISH IMMIGRANTS ENTER PALESTINE

The ship Henrietta Szold carrying more than 500 Jewish illegal immigrants from Greece to Palestine arrived in Haifa on August 14 1946 British authorities immediately interned…","['history', 'illegal', 'jewish', 'immigrants', 'enter', 'palestine', 'ship', 'henrietta', 'szold', 'carrying', '500', 'jewish', 'illegal', 'immigrants', 'greece', 'palestine', 'arrived', 'haifa', 'august', '14', '1946', 'british', 'authorities', 'immediately']"
How many young Muslim men would it take to march on London not to protest or climb statues but to storm our Parliament  seats of government The police would be too weak to stop them so the Army would have to be called in And would we have enough soldiers and tanks to do so,"['many', 'young', 'muslim', 'men', 'would', 'take', 'march', 'london', 'protest', 'climb', 'statues', 'storm', 'parliament', 'seats', 'government', 'police', 'would', 'weak', 'stop', 'army', 'would', 'called', 'would', 'enough', 'soldiers', 'tanks']"
Dont ask Rag him off,"['dont', 'ask', 'rag']"
I thought I saw the met police saying they would remove face coverings earlier,"['thought', 'saw', 'met', 'police', 'saying', 'would', 'remove', 'face', 'coverings', 'earlier']"
No arrest,['arrest']
What about his face covering I thought they werent going to be allowed,"['face', 'covering', 'thought', 'werent', 'going', 'allowed']"
I thought face coverings are not allowed ,"['thought', 'face', 'coverings', 'allowed']"
"Please come down Sir

Pathetic","['please', 'come', 'sir', 'pathetic']"
"Two Tier policing at its finest When will 
metpoliceuk
 get their act together ","['two', 'tier', 'policing', 'finest', 'metpoliceuk', 'get', 'act', 'together']"
"Instant arrest for climbing statues and wearing face covering 
metpoliceuk","['instant', 'arrest', 'climbing', 'statues', 'wearing', 'face', 'covering', 'metpoliceuk']"
Medieval people in 2023 London,"['medieval', 'people', '2023', 'london']"
Please come down sir  Words fail me,"['please', 'come', 'sir', 'words', 'fail']"
Absolutely disgusting vile ppl ,"['absolutely', 'disgusting', 'vile', 'ppl']"
Get him a cup of tea it wasn’t on the leaflet,"['get', 'cup', 'tea', 'leaflet']"
Deport this disgrace,"['deport', 'disgrace']"
how sweet our police to muslims,"['sweet', 'police', 'muslims']"
Remove that face covering,"['remove', 'face', 'covering']"
Why has he got his face covered,"['got', 'face', 'covered']"
"What happened to zero tolerance on face coverings 
metpoliceuk
 ","['happened', 'zero', 'tolerance', 'face', 'coverings', 'metpoliceuk']"
Too many words The police officer should have arrested him,"['many', 'words', 'police', 'officer', 'arrested']"
"Why is his face covered 
Why isnt he being told to uncover","['face', 'covered', 'isnt', 'told', 'uncover']"
I imagine the policeman is giving him the recruitment pitch on how important it is that they employ people like him,"['imagine', 'policeman', 'giving', 'recruitment', 'pitch', 'important', 'employ', 'people', 'like']"
When youre marching in the day but got to be back to dry nans dishes at tea time,"['youre', 'marching', 'day', 'got', 'back', 'dry', 'nans', 'dishes', 'tea', 'time']"
The police officer was being way too polite here,"['police', 'officer', 'way', 'polite']"
I thought no one was allowed to have their face covered ,"['thought', 'one', 'allowed', 'face', 'covered']"
While the police say please come down sir ,"['police', 'say', 'please', 'come', 'sir']"
No respect no integration,"['respect', 'integration']"
You need to come down Sir No mention of face covering under Sec60 MetPolice,"['need', 'come', 'sir', 'mention', 'face', 'covering', 'sec60', 'metpolice']"
Look at the cowards with their faces covered,"['look', 'cowards', 'faces', 'covered']"
Can’t be surprised at this point,"['surprised', 'point']"
"Boris told them that they needed to order water cannons to deal with any disruptions in the capital but they wouldn’t listen would they Then along comes Khan who drags the country’s Capital City down into the gutter
KHAN OUT","['boris', 'told', 'needed', 'order', 'water', 'cannons', 'deal', 'disruptions', 'capital', 'listen', 'would', 'along', 'comes', 'khan', 'drags', 'country', 'capital', 'city', 'gutter', 'khan']"
"Brazen challenge to police authority which is now non existent well done 
metpoliceuk","['brazen', 'challenge', 'police', 'authority', 'non', 'existent', 'well', 'done', 'metpoliceuk']"
Should have been arrested and deported,"['arrested', 'deported']"
Pull them off ffs ,"['pull', 'ffs']"
Police excuse me sir I’d be awfully grateful if you wouldn’t do that Sorry for interfering with your plans  any inconvenience cause Let’s go  have a cuppa chaps  No Get off that monument now Or your nicked,"['police', 'excuse', 'sir', 'awfully', 'grateful', 'sorry', 'interfering', 'plans', 'inconvenience', 'cause', 'let', 'go', 'cuppa', 'chaps', 'get', 'monument', 'nicked']"
and take its bloody disguise off,"['take', 'bloody', 'disguise']"
Masked tea towel ws,"['masked', 'tea', 'towel', 'ws']"
Usual face covered as theyre so proud of their cause naturally,"['usual', 'face', 'covered', 'theyre', 'proud', 'cause', 'naturally']"
No batons predictably,"['batons', 'predictably']"
Why in earth are they allowed to walk with their faces covered,"['earth', 'allowed', 'walk', 'faces', 'covered']"
FFS Please come down sir,"['ffs', 'please', 'come', 'sir']"
Still allowed to cover their faces,"['still', 'allowed', 'cover', 'faces']"
If that was a white guy they would not ask they would drag him down and beat him Two tier policing again,"['white', 'guy', 'would', 'ask', 'would', 'drag', 'beat', 'two', 'tier', 'policing']"
Pull him down ,['pull']
They should have taken his tea towel off his face then locked him up That’s what real police would have done,"['taken', 'tea', 'towel', 'face', 'locked', 'real', 'police', 'would', 'done']"
Police allow him to continue to conceal his identity even after committing a crime for which we was not arrested of course,"['police', 'allow', 'continue', 'conceal', 'identity', 'even', 'committing', 'crime', 'arrested', 'course']"
Get off the art you disgusting people show some respect,"['get', 'art', 'disgusting', 'people', 'show', 'respect']"
You need to come down sir if that ok with you its fine if not Sorry Carry on,"['need', 'come', 'sir', 'ok', 'fine', 'sorry', 'carry']"
Get your baton out then,"['get', 'baton']"
"Proud to be a PrimeXBT partner an industryleading exchange with low fees a userfriendly interface and outstanding support 

…

Use promo code DPA to receive up to 7000 on your deposit 

If youve found my content helpful over the years…","['proud', 'primexbt', 'partner', 'industryleading', 'exchange', 'low', 'fees', 'userfriendly', 'interface', 'outstanding', 'support', 'use', 'promo', 'code', 'dpa', 'receive', '7000', 'deposit', 'youve', 'found', 'content', 'helpful']"
Not worth mentioning his jihad face covering then,"['worth', 'mentioning', 'jihad', 'face', 'covering']"
Why wasnt he told to remove his face covering ,"['wasnt', 'told', 'remove', 'face', 'covering']"
"Just look how these pathetic copper doesn’t tell him to take of his head covering to hide his ID 
Pathetic","['look', 'pathetic', 'copper', 'tell', 'take', 'head', 'covering', 'hide', 'id', 'pathetic']"
"Youre not a cancer cell Theyre the cancer All the deceived people who fell for propaganda are the damaged cells And you are the cure

Keep up the excellent work ","['youre', 'cancer', 'cell', 'theyre', 'cancer', 'deceived', 'people', 'fell', 'propaganda', 'damaged', 'cells', 'cure', 'keep', 'excellent', 'work']"
I know but in this bizzaro world I am,"['know', 'bizzaro', 'world']"
"This Rabbi stresses the importance of keeping Christians and Muslims fighting They LITERALLY bank on it 
ApartheidIsrael","['rabbi', 'stresses', 'importance', 'keeping', 'christians', 'muslims', 'fighting', 'literally', 'bank', 'apartheidisrael']"
"Well they didnt succeed in their propaganda anyway it was massive L for 
elonmusk
 as he will be remembered as a genocide enabler in history books","['well', 'didnt', 'succeed', 'propaganda', 'anyway', 'massive', 'l', 'elonmusk', 'remembered', 'genocide', 'enabler', 'history', 'books']"
Theyre losing PR despite spending hundreds of million dollars per week do they had to pull this stunt off ,"['theyre', 'losing', 'pr', 'despite', 'spending', 'hundreds', 'million', 'dollars', 'per', 'week', 'pull', 'stunt']"
"Great video  Netanyahu voice was on point 

It’s clear Elon has his role to play 

They wouldn’t have allowed just anyone to buy Twitter","['great', 'video', 'netanyahu', 'voice', 'point', 'clear', 'elon', 'role', 'play', 'allowed', 'anyone', 'buy', 'twitter']"
At least he wont get JFKd now and the platform stays up,"['least', 'wont', 'get', 'jfkd', 'platform', 'stays']"
"The thing is other than all what 
LucasGage
 said is right he nailed the Bibi voice and accent","['thing', 'lucasgage', 'said', 'right', 'nailed', 'bibi', 'voice', 'accent']"
Jewish newspapers debunked IsraelisGenocidalState claims,"['jewish', 'newspapers', 'debunked', 'israelisgenocidalstate', 'claims']"
"The USA gets Israeled
DefundIsrael","['usa', 'gets', 'israeled', 'defundisrael']"
"The United Slaves Of America 
American slaves in IsraelApartheidstate on illegally occupied Westbank","['united', 'slaves', 'america', 'american', 'slaves', 'israelapartheidstate', 'illegally', 'occupied', 'westbank']"
Elon wants to invest in Greater Israel expansion New beach front real estate now available in Gaza thatll be profitable for him Theres no point in gettin pissed off Musk is just another billionaire who has his own interests and ambitions,"['elon', 'wants', 'invest', 'greater', 'israel', 'expansion', 'new', 'beach', 'front', 'real', 'estate', 'available', 'gaza', 'thatll', 'profitable', 'theres', 'point', 'gettin', 'pissed', 'musk', 'another', 'billionaire', 'interests', 'ambitions']"
"“I would not have … all the jews I would leave some alive to show the world why I … them”

AH","['would', 'jews', 'would', 'leave', 'alive', 'show', 'world', 'ah']"
"Arab Christians speak out how American Christians are paying for Zionists to MURDER them US churches invest in weapons stocks 
ApartheidIsrael should not receive 1 USD Abolish AIPAC  Citizens United 
PalestineHolocaust both Muslims and Christians believe in Jesus…","['arab', 'christians', 'speak', 'american', 'christians', 'paying', 'zionists', 'murder', 'us', 'churches', 'invest', 'weapons', 'stocks', 'apartheidisrael', 'receive', '1', 'usd', 'abolish', 'aipac', 'citizens', 'united', 'palestineholocaust', 'muslims', 'christians', 'believe']"
"The shells were still on the bullets unfired bullets 
Musk doesnt want to end up like Andrew Tate
Watch how quick theyd accuse him of rape","['shells', 'still', 'bullets', 'unfired', 'bullets', 'musk', 'doesnt', 'want', 'end', 'like', 'andrew', 'tate', 'watch', 'quick', 'theyd', 'accuse', 'rape']"
Preach brother,"['preach', 'brother']"
"Hey Lucas 
Did you see this movie yet  It’s a 
Good one …pretty intense","['hey', 'lucas', 'see', 'movie', 'yet', 'good', 'one', 'intense']"
"9 minute video showing how AIPAC blackmails the US congress
Epstein  Mossad agent he said that in his book Its called Friends Of Israel pac in the UK
I wouldnt be surprised if hes still alive
The ONLY issue DNC and GOP agree on is IsraelApartheidstate  They agree on…","['9', 'minute', 'video', 'showing', 'aipac', 'blackmails', 'us', 'congress', 'epstein', 'mossad', 'agent', 'said', 'book', 'called', 'friends', 'israel', 'pac', 'uk', 'wouldnt', 'surprised', 'hes', 'still', 'alive', 'issue', 'dnc', 'gop', 'agree', 'israelapartheidstate', 'agree']"
As a holocaust survivor I found this post to be deeply antisemitic,"['holocaust', 'survivor', 'found', 'post', 'deeply', 'antisemitic']"
